value	description	codesystem	code	iri
pronephros	pronephros	UBERON	0002120	http://purl.obolibrary.org/obo/UBERON_0002120
capsule of thymus	capsule of thymus	UBERON	0002122	http://purl.obolibrary.org/obo/UBERON_0002122
cortex of thymus	cortex of thymus	UBERON	0002123	http://purl.obolibrary.org/obo/UBERON_0002123
medulla of thymus	medulla of thymus	UBERON	0002124	http://purl.obolibrary.org/obo/UBERON_0002124
thymus lobule	thymus lobule	UBERON	0002125	http://purl.obolibrary.org/obo/UBERON_0002125
solitary tract nuclear complex	solitary tract nuclear complex	UBERON	0002126	http://purl.obolibrary.org/obo/UBERON_0002126
inferior olivary complex	inferior olivary complex	UBERON	0002127	http://purl.obolibrary.org/obo/UBERON_0002127
superior olivary complex	superior olivary complex	UBERON	0002128	http://purl.obolibrary.org/obo/UBERON_0002128
cerebellar cortex	cerebellar cortex	UBERON	0002129	http://purl.obolibrary.org/obo/UBERON_0002129
cerebellar nuclear complex	cerebellar nuclear complex	UBERON	0002130	http://purl.obolibrary.org/obo/UBERON_0002130
anterior lobe of cerebellum	anterior lobe of cerebellum	UBERON	0002131	http://purl.obolibrary.org/obo/UBERON_0002131
dentate nucleus	dentate nucleus	UBERON	0002132	http://purl.obolibrary.org/obo/UBERON_0002132
atrioventricular valve	atrioventricular valve	UBERON	0002133	http://purl.obolibrary.org/obo/UBERON_0002133
tricuspid valve	tricuspid valve	UBERON	0002134	http://purl.obolibrary.org/obo/UBERON_0002134
mitral valve	mitral valve	UBERON	0002135	http://purl.obolibrary.org/obo/UBERON_0002135
hilus of dentate gyrus	hilus of dentate gyrus	UBERON	0002136	http://purl.obolibrary.org/obo/UBERON_0002136
aortic valve	aortic valve	UBERON	0002137	http://purl.obolibrary.org/obo/UBERON_0002137
habenulo-interpeduncular tract	habenulo-interpeduncular tract	UBERON	0002138	http://purl.obolibrary.org/obo/UBERON_0002138
subcommissural organ	subcommissural organ	UBERON	0002139	http://purl.obolibrary.org/obo/UBERON_0002139
parabigeminal nucleus	parabigeminal nucleus	UBERON	0002140	http://purl.obolibrary.org/obo/UBERON_0002140
parvocellular oculomotor nucleus	parvocellular oculomotor nucleus	UBERON	0002141	http://purl.obolibrary.org/obo/UBERON_0002141
pedunculopontine tegmental nucleus	pedunculopontine tegmental nucleus	UBERON	0002142	http://purl.obolibrary.org/obo/UBERON_0002142
dorsal tegmental nucleus	dorsal tegmental nucleus	UBERON	0002143	http://purl.obolibrary.org/obo/UBERON_0002143
peripeduncular nucleus	peripeduncular nucleus	UBERON	0002144	http://purl.obolibrary.org/obo/UBERON_0002144
interpeduncular nucleus	interpeduncular nucleus	UBERON	0002145	http://purl.obolibrary.org/obo/UBERON_0002145
pulmonary valve	pulmonary valve	UBERON	0002146	http://purl.obolibrary.org/obo/UBERON_0002146
reticulotegmental nucleus	reticulotegmental nucleus	UBERON	0002147	http://purl.obolibrary.org/obo/UBERON_0002147
locus ceruleus	locus ceruleus	UBERON	0002148	http://purl.obolibrary.org/obo/UBERON_0002148
superior salivatory nucleus	superior salivatory nucleus	UBERON	0002149	http://purl.obolibrary.org/obo/UBERON_0002149
superior cerebellar peduncle	superior cerebellar peduncle	UBERON	0002150	http://purl.obolibrary.org/obo/UBERON_0002150
pontine nuclear group	pontine nuclear group	UBERON	0002151	http://purl.obolibrary.org/obo/UBERON_0002151
middle cerebellar peduncle	middle cerebellar peduncle	UBERON	0002152	http://purl.obolibrary.org/obo/UBERON_0002152
fastigial nucleus	fastigial nucleus	UBERON	0002153	http://purl.obolibrary.org/obo/UBERON_0002153
lateral reticular nucleus	lateral reticular nucleus	UBERON	0002154	http://purl.obolibrary.org/obo/UBERON_0002154
gigantocellular nucleus	gigantocellular nucleus	UBERON	0002155	http://purl.obolibrary.org/obo/UBERON_0002155
nucleus raphe magnus	nucleus raphe magnus	UBERON	0002156	http://purl.obolibrary.org/obo/UBERON_0002156
nucleus raphe pallidus	nucleus raphe pallidus	UBERON	0002157	http://purl.obolibrary.org/obo/UBERON_0002157
principal inferior olivary nucleus	principal inferior olivary nucleus	UBERON	0002158	http://purl.obolibrary.org/obo/UBERON_0002158
medial accessory inferior olivary nucleus	medial accessory inferior olivary nucleus	UBERON	0002159	http://purl.obolibrary.org/obo/UBERON_0002159
nucleus prepositus	nucleus prepositus	UBERON	0002160	http://purl.obolibrary.org/obo/UBERON_0002160
gracile nucleus	gracile nucleus	UBERON	0002161	http://purl.obolibrary.org/obo/UBERON_0002161
area postrema	area postrema	UBERON	0002162	http://purl.obolibrary.org/obo/UBERON_0002162
inferior cerebellar peduncle	inferior cerebellar peduncle	UBERON	0002163	http://purl.obolibrary.org/obo/UBERON_0002163
tectobulbar tract	tectobulbar tract	UBERON	0002164	http://purl.obolibrary.org/obo/UBERON_0002164
endocardium	endocardium	UBERON	0002165	http://purl.obolibrary.org/obo/UBERON_0002165
endocardium of atrium	endocardium of atrium	UBERON	0002166	http://purl.obolibrary.org/obo/UBERON_0002166
right lung	right lung	UBERON	0002167	http://purl.obolibrary.org/obo/UBERON_0002167
left lung	left lung	UBERON	0002168	http://purl.obolibrary.org/obo/UBERON_0002168
alveolar sac	alveolar sac	UBERON	0002169	http://purl.obolibrary.org/obo/UBERON_0002169
upper lobe of right lung	upper lobe of right lung	UBERON	0002170	http://purl.obolibrary.org/obo/UBERON_0002170
lower lobe of right lung	lower lobe of right lung	UBERON	0002171	http://purl.obolibrary.org/obo/UBERON_0002171
alveolar atrium	alveolar atrium	UBERON	0002172	http://purl.obolibrary.org/obo/UBERON_0002172
pulmonary alveolar duct	pulmonary alveolar duct	UBERON	0002173	http://purl.obolibrary.org/obo/UBERON_0002173
middle lobe of right lung	middle lobe of right lung	UBERON	0002174	http://purl.obolibrary.org/obo/UBERON_0002174
intermediolateral nucleus	intermediolateral nucleus	UBERON	0002175	http://purl.obolibrary.org/obo/UBERON_0002175
lateral cervical nucleus	lateral cervical nucleus	UBERON	0002176	http://purl.obolibrary.org/obo/UBERON_0002176
right main bronchus	right main bronchus	UBERON	0002177	http://purl.obolibrary.org/obo/UBERON_0002177
left main bronchus	left main bronchus	UBERON	0002178	http://purl.obolibrary.org/obo/UBERON_0002178
lateral funiculus of spinal cord	lateral funiculus of spinal cord	UBERON	0002179	http://purl.obolibrary.org/obo/UBERON_0002179
ventral funiculus of spinal cord	ventral funiculus of spinal cord	UBERON	0002180	http://purl.obolibrary.org/obo/UBERON_0002180
substantia gelatinosa	substantia gelatinosa	UBERON	0002181	http://purl.obolibrary.org/obo/UBERON_0002181
main bronchus	main bronchus	UBERON	0002182	http://purl.obolibrary.org/obo/UBERON_0002182
lobar bronchus	lobar bronchus	UBERON	0002183	http://purl.obolibrary.org/obo/UBERON_0002183
segmental bronchus	segmental bronchus	UBERON	0002184	http://purl.obolibrary.org/obo/UBERON_0002184
bronchus	bronchus	UBERON	0002185	http://purl.obolibrary.org/obo/UBERON_0002185
bronchiole	bronchiole	UBERON	0002186	http://purl.obolibrary.org/obo/UBERON_0002186
terminal bronchiole	terminal bronchiole	UBERON	0002187	http://purl.obolibrary.org/obo/UBERON_0002187
respiratory bronchiole	respiratory bronchiole	UBERON	0002188	http://purl.obolibrary.org/obo/UBERON_0002188
outer cortex of kidney	outer cortex of kidney	UBERON	0002189	http://purl.obolibrary.org/obo/UBERON_0002189
subcutaneous adipose tissue	subcutaneous adipose tissue	UBERON	0002190	http://purl.obolibrary.org/obo/UBERON_0002190
subiculum	subiculum	UBERON	0002191	http://purl.obolibrary.org/obo/UBERON_0002191
ventricular system choroidal fissure	ventricular system choroidal fissure	UBERON	0002192	http://purl.obolibrary.org/obo/UBERON_0002192
hemolymphoid system	hemolymphoid system	UBERON	0002193	http://purl.obolibrary.org/obo/UBERON_0002193
capsule of lymph node	capsule of lymph node	UBERON	0002194	http://purl.obolibrary.org/obo/UBERON_0002194
trabecula of lymph node	trabecula of lymph node	UBERON	0002195	http://purl.obolibrary.org/obo/UBERON_0002195
adenohypophysis	adenohypophysis	UBERON	0002196	http://purl.obolibrary.org/obo/UBERON_0002196
median eminence of neurohypophysis	median eminence of neurohypophysis	UBERON	0002197	http://purl.obolibrary.org/obo/UBERON_0002197
neurohypophysis	neurohypophysis	UBERON	0002198	http://purl.obolibrary.org/obo/UBERON_0002198
integument	integument	UBERON	0002199	http://purl.obolibrary.org/obo/UBERON_0002199
vasculature of head	vasculature of head	UBERON	0002200	http://purl.obolibrary.org/obo/UBERON_0002200
vasculature of trunk	vasculature of trunk	UBERON	0002201	http://purl.obolibrary.org/obo/UBERON_0002201
submucosa of trachea	submucosa of trachea	UBERON	0002202	http://purl.obolibrary.org/obo/UBERON_0002202
vasculature of eye	vasculature of eye	UBERON	0002203	http://purl.obolibrary.org/obo/UBERON_0002203
musculoskeletal system	musculoskeletal system	UBERON	0002204	http://purl.obolibrary.org/obo/UBERON_0002204
manubrium of sternum	manubrium of sternum	UBERON	0002205	http://purl.obolibrary.org/obo/UBERON_0002205
mammillary body	mammillary body	UBERON	0002206	http://purl.obolibrary.org/obo/UBERON_0002206
xiphoid process	xiphoid process	UBERON	0002207	http://purl.obolibrary.org/obo/UBERON_0002207
sternebra	sternebra	UBERON	0002208	http://purl.obolibrary.org/obo/UBERON_0002208
fibrous joint	fibrous joint	UBERON	0002209	http://purl.obolibrary.org/obo/UBERON_0002209
syndesmosis	syndesmosis	UBERON	0002210	http://purl.obolibrary.org/obo/UBERON_0002210
nerve root	nerve root	UBERON	0002211	http://purl.obolibrary.org/obo/UBERON_0002211
macula of saccule of membranous labyrinth	macula of saccule of membranous labyrinth	UBERON	0002212	http://purl.obolibrary.org/obo/UBERON_0002212
cartilaginous joint	cartilaginous joint	UBERON	0002213	http://purl.obolibrary.org/obo/UBERON_0002213
macula of utricle of membranous labyrinth	macula of utricle of membranous labyrinth	UBERON	0002214	http://purl.obolibrary.org/obo/UBERON_0002214
synchondrosis	synchondrosis	UBERON	0002215	http://purl.obolibrary.org/obo/UBERON_0002215
symphysis	symphysis	UBERON	0002216	http://purl.obolibrary.org/obo/UBERON_0002216
synovial joint	synovial joint	UBERON	0002217	http://purl.obolibrary.org/obo/UBERON_0002217
tympanic ring	tympanic ring	UBERON	0002218	http://purl.obolibrary.org/obo/UBERON_0002218
subfornical organ	subfornical organ	UBERON	0002219	http://purl.obolibrary.org/obo/UBERON_0002219
fontanelle	fontanelle	UBERON	0002221	http://purl.obolibrary.org/obo/UBERON_0002221
perichondrium	perichondrium	UBERON	0002222	http://purl.obolibrary.org/obo/UBERON_0002222
endolymphatic sac	endolymphatic sac	UBERON	0002223	http://purl.obolibrary.org/obo/UBERON_0002223
thoracic cavity	thoracic cavity	UBERON	0002224	http://purl.obolibrary.org/obo/UBERON_0002224
costal arch	costal arch	UBERON	0002225	http://purl.obolibrary.org/obo/UBERON_0002225
basilar membrane of cochlea	basilar membrane of cochlea	UBERON	0002226	http://purl.obolibrary.org/obo/UBERON_0002226
spiral organ of cochlea	spiral organ of cochlea	UBERON	0002227	http://purl.obolibrary.org/obo/UBERON_0002227
rib	rib	UBERON	0002228	http://purl.obolibrary.org/obo/UBERON_0002228
interparietal bone	interparietal bone	UBERON	0002229	http://purl.obolibrary.org/obo/UBERON_0002229
head of rib	head of rib	UBERON	0002230	http://purl.obolibrary.org/obo/UBERON_0002230
body of rib	body of rib	UBERON	0002231	http://purl.obolibrary.org/obo/UBERON_0002231
olfactory gland	olfactory gland	UBERON	0002232	http://purl.obolibrary.org/obo/UBERON_0002232
tectorial membrane of cochlea	tectorial membrane of cochlea	UBERON	0002233	http://purl.obolibrary.org/obo/UBERON_0002233
proximal phalanx of manus	proximal phalanx of manus	UBERON	0002234	http://purl.obolibrary.org/obo/UBERON_0002234
tubercle of rib	tubercle of rib	UBERON	0002235	http://purl.obolibrary.org/obo/UBERON_0002235
costal cartilage	costal cartilage	UBERON	0002236	http://purl.obolibrary.org/obo/UBERON_0002236
true rib	true rib	UBERON	0002237	http://purl.obolibrary.org/obo/UBERON_0002237
false rib	false rib	UBERON	0002238	http://purl.obolibrary.org/obo/UBERON_0002238
floating rib	floating rib	UBERON	0002239	http://purl.obolibrary.org/obo/UBERON_0002239
spinal cord	spinal cord	UBERON	0002240	http://purl.obolibrary.org/obo/UBERON_0002240
chondrocranium	chondrocranium	UBERON	0002241	http://purl.obolibrary.org/obo/UBERON_0002241
nucleus pulposus	nucleus pulposus	UBERON	0002242	http://purl.obolibrary.org/obo/UBERON_0002242
cutaneous vein	cutaneous vein	UBERON	0002243	http://purl.obolibrary.org/obo/UBERON_0002243
premaxilla	premaxilla	UBERON	0002244	http://purl.obolibrary.org/obo/UBERON_0002244
cerebellar hemisphere	cerebellar hemisphere	UBERON	0002245	http://purl.obolibrary.org/obo/UBERON_0002245
dorsal thoracic nucleus	dorsal thoracic nucleus	UBERON	0002246	http://purl.obolibrary.org/obo/UBERON_0002246
uterine horn	uterine horn	UBERON	0002247	http://purl.obolibrary.org/obo/UBERON_0002247
transverse pericardial sinus	transverse pericardial sinus	UBERON	0002248	http://purl.obolibrary.org/obo/UBERON_0002248
median artery	median artery	UBERON	0002249	http://purl.obolibrary.org/obo/UBERON_0002249
popliteal artery	popliteal artery	UBERON	0002250	http://purl.obolibrary.org/obo/UBERON_0002250
iliocostalis muscle	iliocostalis muscle	UBERON	0002251	http://purl.obolibrary.org/obo/UBERON_0002251
splenius	splenius	UBERON	0002252	http://purl.obolibrary.org/obo/UBERON_0002252
thyroglossal duct	thyroglossal duct	UBERON	0002254	http://purl.obolibrary.org/obo/UBERON_0002254
vomeronasal organ	vomeronasal organ	UBERON	0002255	http://purl.obolibrary.org/obo/UBERON_0002255
dorsal horn of spinal cord	dorsal horn of spinal cord	UBERON	0002256	http://purl.obolibrary.org/obo/UBERON_0002256
ventral horn of spinal cord	ventral horn of spinal cord	UBERON	0002257	http://purl.obolibrary.org/obo/UBERON_0002257
dorsal funiculus of spinal cord	dorsal funiculus of spinal cord	UBERON	0002258	http://purl.obolibrary.org/obo/UBERON_0002258
corpora quadrigemina	corpora quadrigemina	UBERON	0002259	http://purl.obolibrary.org/obo/UBERON_0002259
ventral root of spinal cord	ventral root of spinal cord	UBERON	0002260	http://purl.obolibrary.org/obo/UBERON_0002260
dorsal root of spinal cord	dorsal root of spinal cord	UBERON	0002261	http://purl.obolibrary.org/obo/UBERON_0002261
celiac ganglion	celiac ganglion	UBERON	0002262	http://purl.obolibrary.org/obo/UBERON_0002262
lentiform nucleus	lentiform nucleus	UBERON	0002263	http://purl.obolibrary.org/obo/UBERON_0002263
olfactory bulb	olfactory bulb	UBERON	0002264	http://purl.obolibrary.org/obo/UBERON_0002264
olfactory tract	olfactory tract	UBERON	0002265	http://purl.obolibrary.org/obo/UBERON_0002265
anterior olfactory nucleus	anterior olfactory nucleus	UBERON	0002266	http://purl.obolibrary.org/obo/UBERON_0002266
laterodorsal tegmental nucleus	laterodorsal tegmental nucleus	UBERON	0002267	http://purl.obolibrary.org/obo/UBERON_0002267
olfactory organ	olfactory organ	UBERON	0002268	http://purl.obolibrary.org/obo/UBERON_0002268
pupillary membrane	pupillary membrane	UBERON	0002269	http://purl.obolibrary.org/obo/UBERON_0002269
hyaloid artery	hyaloid artery	UBERON	0002270	http://purl.obolibrary.org/obo/UBERON_0002270
periventricular zone of hypothalamus	periventricular zone of hypothalamus	UBERON	0002271	http://purl.obolibrary.org/obo/UBERON_0002271
medial zone of hypothalamus	medial zone of hypothalamus	UBERON	0002272	http://purl.obolibrary.org/obo/UBERON_0002272
lateral zone of hypothalamus	lateral zone of hypothalamus	UBERON	0002273	http://purl.obolibrary.org/obo/UBERON_0002273
perifornical nucleus	perifornical nucleus	UBERON	0002274	http://purl.obolibrary.org/obo/UBERON_0002274
reticular formation	reticular formation	UBERON	0002275	http://purl.obolibrary.org/obo/UBERON_0002275
lamina of spiral limbus	lamina of spiral limbus	UBERON	0002276	http://purl.obolibrary.org/obo/UBERON_0002276
spiral sulcus	spiral sulcus	UBERON	0002277	http://purl.obolibrary.org/obo/UBERON_0002277
perilymphatic space	perilymphatic space	UBERON	0002278	http://purl.obolibrary.org/obo/UBERON_0002278
vestibular aqueduct	vestibular aqueduct	UBERON	0002279	http://purl.obolibrary.org/obo/UBERON_0002279
otolith	otolith	UBERON	0002280	http://purl.obolibrary.org/obo/UBERON_0002280
vestibular membrane of cochlear duct	vestibular membrane of cochlear duct	UBERON	0002281	http://purl.obolibrary.org/obo/UBERON_0002281
stria vascularis of cochlear duct	stria vascularis of cochlear duct	UBERON	0002282	http://purl.obolibrary.org/obo/UBERON_0002282
nail matrix	nail matrix	UBERON	0002283	http://purl.obolibrary.org/obo/UBERON_0002283
hyponychium	hyponychium	UBERON	0002284	http://purl.obolibrary.org/obo/UBERON_0002284
telencephalic ventricle	telencephalic ventricle	UBERON	0002285	http://purl.obolibrary.org/obo/UBERON_0002285
third ventricle	third ventricle	UBERON	0002286	http://purl.obolibrary.org/obo/UBERON_0002286
optic recess of third ventricle	optic recess of third ventricle	UBERON	0002287	http://purl.obolibrary.org/obo/UBERON_0002287
choroid plexus of third ventricle	choroid plexus of third ventricle	UBERON	0002288	http://purl.obolibrary.org/obo/UBERON_0002288
midbrain cerebral aqueduct	midbrain cerebral aqueduct	UBERON	0002289	http://purl.obolibrary.org/obo/UBERON_0002289
choroid plexus of fourth ventricle	choroid plexus of fourth ventricle	UBERON	0002290	http://purl.obolibrary.org/obo/UBERON_0002290
central canal of spinal cord	central canal of spinal cord	UBERON	0002291	http://purl.obolibrary.org/obo/UBERON_0002291
costovertebral joint	costovertebral joint	UBERON	0002292	http://purl.obolibrary.org/obo/UBERON_0002292
costochondral joint	costochondral joint	UBERON	0002293	http://purl.obolibrary.org/obo/UBERON_0002293
biliary system	biliary system	UBERON	0002294	http://purl.obolibrary.org/obo/UBERON_0002294
scala media	scala media	UBERON	0002295	http://purl.obolibrary.org/obo/UBERON_0002295
dorsal mesentery	dorsal mesentery	UBERON	0002296	http://purl.obolibrary.org/obo/UBERON_0002296
