value_en	description_en	codesystem	code	description_code	iri
substantia nigra pars compacta	substantia nigra pars compacta	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001965
upper inner quadrant of breast	upper inner quadrant of breast	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035542
white fibrocartilage	white fibrocartilage	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0009013
enteric nervous system	enteric nervous system	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002005
trigeminal nuclear complex	trigeminal nuclear complex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0007641
feather	feather	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0000022
pectoral fin endoskeletal disc	pectoral fin endoskeletal disc	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2001456
lateral geniculate body	lateral geniculate body	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001926
gastrocnemius lateralis	gastrocnemius lateralis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011908
uterovesical pouch	uterovesical pouch	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0011049
cartilago paraglenoidalis	cartilago paraglenoidalis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000799
cervical dorsal root ganglion	cervical dorsal root ganglion	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0002834
